Sociedad,ItemCode,Fecha Local,Precio Unit Local,Moneda Local,Proveedor Local,Fecha Internacional,Precio Unit Internacional,Moneda Internacional,Proveedor Internacional
MP,A19010000271,No existe registros,No existe registros,No existe registros,No existe registros,2026-04-14 00:00:00,395.32,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000272,No existe registros,No existe registros,No existe registros,No existe registros,2024-03-13 00:00:00,484.16,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000273,No existe registros,No existe registros,No existe registros,No existe registros,2026-06-10 00:00:00,771.16,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000274,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-17 00:00:00,604.3296,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000275,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-15 00:00:00,1640.9,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000277,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-23 00:00:00,150.0259,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000279,No existe registros,No existe registros,No existe registros,No existe registros,2019-12-23 00:00:00,336,USD,INGERSOLL RAND LATIN
SUF,A19010000279,No existe registros,No existe registros,No existe registros,No existe registros,2025-04-03 00:00:00,295,USD,CARSET AUTO CO LTD
MP,A19010000280,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,326.87,USD,INGERSOLL RAND LATIN
MP,A19010000282,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,14.06,USD,INGERSOLL RAND LATIN
MP,A19010000283,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,30.39,USD,INGERSOLL RAND LATIN
MP,A19010000287,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,33.91,USD,INGERSOLL RAND LATIN
MP,A19010000288,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,654.11,USD,INGERSOLL RAND LATIN
MP,A19010000289,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,147.07,USD,INGERSOLL RAND LATIN
MP,A19010000290,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,13.23,USD,INGERSOLL RAND LATIN
MP,A19010000291,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,92.67,USD,INGERSOLL RAND LATIN
MP,A19010000292,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,24.11,USD,INGERSOLL RAND LATIN
MP,A19010000293,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,4.73,USD,INGERSOLL RAND LATIN
MP,A19010000294,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,103.22,USD,INGERSOLL RAND LATIN
MP,A19010000295,No existe registros,No existe registros,No existe registros,No existe registros,2020-09-17 00:00:00,433.9,USD,EULALIA ALEXANDRA PINCAY CEDEÑO
MP,A19010000296,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-08 00:00:00,252.99,USD,INGERSOLL RAND LATIN
MP,A19010000297,No existe registros,No existe registros,No existe registros,No existe registros,2020-09-17 00:00:00,75.71,USD,EULALIA ALEXANDRA PINCAY CEDEÑO
MP,A19010000299,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-05 00:00:00,9.15,USD,INGERSOLL RAND LATIN
MP,A19010000300,No existe registros,No existe registros,No existe registros,No existe registros,2020-09-17 00:00:00,84.39,USD,EULALIA ALEXANDRA PINCAY CEDEÑO
MP,A19010000301,No existe registros,No existe registros,No existe registros,No existe registros,2021-11-02 00:00:00,1006.25,USD,MARINSA INTERNATIONAL INC
MP,A19010000302,No existe registros,No existe registros,No existe registros,No existe registros,2025-02-19 00:00:00,3661,USD,"""KAWASAKI PRECISION MACHINERY USA ., INC"""
SP,A19010000302,No existe registros,No existe registros,No existe registros,No existe registros,2021-03-17 00:00:00,2998.45,USD,"""KAWASAKI PRECISION MACHINERY USA ., INC"""
MP,A19010000303,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-10 00:00:00,1592.5,USD,FURUNO USA INC.
MP,A19010000304,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-09 00:00:00,15.39,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000305,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-13 00:00:00,28.25,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000306,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-22 00:00:00,14.3,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000307,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-10 00:00:00,14.3,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000308,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-04 00:00:00,234.2,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000309,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-22 00:00:00,402.55,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000310,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-07 00:00:00,305.73,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000311,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-13 00:00:00,14.3,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000312,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-13 00:00:00,14.3,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000313,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-10 00:00:00,22.6,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000314,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-21 00:00:00,402.55,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000315,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-10 00:00:00,14.3,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000316,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-29 00:00:00,243.82,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000317,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-16 00:00:00,19.29,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000318,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-07 00:00:00,305.73,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000319,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-04 00:00:00,89.34,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000320,No existe registros,No existe registros,No existe registros,No existe registros,2019-06-07 00:00:00,402.55,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000321,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-07 00:00:00,305.73,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000322,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-13 00:00:00,14.3,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000323,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-09 00:00:00,15.39,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000324,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-29 00:00:00,14.94,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000325,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-17 00:00:00,188.84,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000326,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-13 00:00:00,14.3,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000327,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-25 00:00:00,56.75,USD,PARKER HANNIFIN CHILE LTDA
MP,A19010000328,No existe registros,No existe registros,No existe registros,No existe registros,2022-05-26 00:00:00,869.05,USD,VELJAN HYDRAIR LIMITED
MP,A19010000329,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,183.2,USD,VELJAN HYDRAIR LIMITED
MP,A19010000330,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,276.4,USD,VELJAN HYDRAIR LIMITED
MP,A19010000332,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-23 00:00:00,25.37,USD,INGERSOLL RAND LATIN
MP,A19010000334,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-19 00:00:00,286.27,EUR,WALVOIL S.P.A
MP,A19010000335,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-16 00:00:00,256.11,EUR,WALVOIL S.P.A
MP,A19010000336,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-28 00:00:00,242.4,EUR,WALVOIL S.P.A
MP,A19010000337,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-20 00:00:00,214.33,EUR,WALVOIL S.P.A
MP,A19010000338,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-19 00:00:00,110.83,EUR,WALVOIL S.P.A
MP,A19010000340,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-19 00:00:00,13.11,EUR,WALVOIL S.P.A
MP,A19010000342,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-02 00:00:00,182.3,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000343,No existe registros,No existe registros,No existe registros,No existe registros,2019-07-02 00:00:00,1243.14,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000344,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-20 00:00:00,1368.36,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000349,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-27 00:00:00,54.23,USD,PARKER HANNIFIN CHILE LTDA
MP,A19010000350,No existe registros,No existe registros,No existe registros,No existe registros,2025-10-21 00:00:00,1567.85,USD,VULKAN DO BRASIL
MP,A19010000351,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-19 00:00:00,14795,USD,THGROUPECUADOR S.A.
MP,A19010000352,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-20 00:00:00,245.34,USD,TWG CANADA
MP,A19010000354,No existe registros,No existe registros,No existe registros,No existe registros,2024-12-20 00:00:00,58.67,USD,TWG CANADA
MP,A19010000355,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-06 00:00:00,395,USD,NORMAN EQUIPMENT COMPANY
MP,A19010000365,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-10 00:00:00,660,USD,FURUNO USA INC.
MP,A19010000366,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-10 00:00:00,405,USD,FURUNO USA INC.
MP,A19010000367,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-10 00:00:00,417,USD,FURUNO USA INC.
MP,A19010000369,No existe registros,No existe registros,No existe registros,No existe registros,2023-02-24 00:00:00,2392.2,USD,HANNA CYLINDERS
MP,A19010000370,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-28 00:00:00,3964.5,USD,EATON HYDRAULICS LLC
MP,A19010000371,No existe registros,No existe registros,No existe registros,No existe registros,2021-03-09 00:00:00,43.8,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000372,No existe registros,No existe registros,No existe registros,No existe registros,2023-06-14 00:00:00,71.46,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000373,No existe registros,No existe registros,No existe registros,No existe registros,2025-02-28 00:00:00,72.3084,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000375,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-06 00:00:00,23.69,USD,PNEUTUBE LIMITED
MP,A19010000376,No existe registros,No existe registros,No existe registros,No existe registros,2021-08-05 00:00:00,69.2,GBP,PNEUTUBE LIMITED
MP,A19010000377,No existe registros,No existe registros,No existe registros,No existe registros,2021-12-30 00:00:00,48.95,GBP,PNEUTUBE LIMITED
MP,A19010000379,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-17 00:00:00,0.01,USD,ICOM AMERICA INC.
MP,A19010000380,No existe registros,No existe registros,No existe registros,No existe registros,2022-01-21 00:00:00,241.92,USD,INDUSTRIAL GLOBAL SALES
SP,A19010000381,No existe registros,No existe registros,No existe registros,No existe registros,2020-07-23 00:00:00,81,USD,PARKER HANNIFIN CHILE LTDA
MP,A19010000382,No existe registros,No existe registros,No existe registros,No existe registros,2024-10-02 00:00:00,266.23,USD,"COMPRESSOR FILTER SUPPLY, LLC"
MP,A19010000384,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-27 00:00:00,24.48,USD,VULKAN DO BRASIL
MP,A19010000386,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-10 00:00:00,45,USD,FURUNO USA INC.
MP,A19010000387,No existe registros,No existe registros,No existe registros,No existe registros,2025-10-02 00:00:00,513.344,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000388,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-15 00:00:00,88.51,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000389,No existe registros,No existe registros,No existe registros,No existe registros,2026-03-24 00:00:00,513.344,USD,INDUSTRIAL GLOBAL SALES
SP,A19010000389,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-13 00:00:00,561.17,USD,SMITH BERGER MARINE
MP,A19010000390,No existe registros,No existe registros,No existe registros,No existe registros,2021-12-20 00:00:00,1278.71,USD,PARKER HANNIFIN CHILE LTDA
MP,A19010000391,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-24 00:00:00,24.8,USD,PARKER HANNIFIN CHILE LTDA
MP,A19010000392,No existe registros,No existe registros,No existe registros,No existe registros,2019-08-08 00:00:00,348.19,USD,PARKER HANNIFIN CHILE LTDA
MP,A19010000393,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-13 00:00:00,515,USD,PARKER HANNIFIN CHILE LTDA
MP,A19010000394,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-01 00:00:00,81.6,USD,FURUNO USA INC.
SP,A19010000394,No existe registros,No existe registros,No existe registros,No existe registros,2021-12-07 00:00:00,132,USD,FURUNO USA INC.
MP,A19010000395,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-08 00:00:00,300.15,USD,EATON HYDRAULICS LLC
MP,A19010000397,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-19 00:00:00,29.96,EUR,WALVOIL S.P.A
MP,A19010000398,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-24 00:00:00,12.6,EUR,WALVOIL S.P.A
MP,A19010000399,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-19 00:00:00,6.89,EUR,WALVOIL S.P.A
MP,A19010000401,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-24 00:00:00,9.49,EUR,WALVOIL S.P.A
MP,A19010000402,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-24 00:00:00,10.35,EUR,WALVOIL S.P.A
MP,A19010000405,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-19 00:00:00,7.2,EUR,WALVOIL S.P.A
