Sociedad,ItemCode,Fecha Local,Precio Unit Local,Moneda Local,Proveedor Local,Fecha Internacional,Precio Unit Internacional,Moneda Internacional,Proveedor Internacional
MP,A18110010601,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,300.4,USD,VELJAN HYDRAIR LIMITED
MP,A18110010604,No existe registros,No existe registros,No existe registros,No existe registros,2021-11-27 00:00:00,644.4,USD,VELJAN HYDRAIR LIMITED
MP,A18110010605,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,613.2,USD,VELJAN HYDRAIR LIMITED
MP,A18110010607,No existe registros,No existe registros,No existe registros,No existe registros,2021-11-27 00:00:00,350.4,USD,VELJAN HYDRAIR LIMITED
MP,A18110010608,No existe registros,No existe registros,No existe registros,No existe registros,2021-11-27 00:00:00,230.4,USD,VELJAN HYDRAIR LIMITED
MP,A18110010610,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-14 00:00:00,34.8,USD,VELJAN HYDRAIR LIMITED
MP,A18110010613,No existe registros,No existe registros,No existe registros,No existe registros,2022-10-12 00:00:00,27.3,USD,VELJAN HYDRAIR LIMITED
SP,A18110010627,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-30 00:00:00,244.33,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010628,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-28 00:00:00,2311.81,EUR,NORD FLUID S.P.A.
SP,A18110010629,No existe registros,No existe registros,No existe registros,No existe registros,2021-06-11 00:00:00,414.6584,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010632,No existe registros,No existe registros,No existe registros,No existe registros,2024-02-09 00:00:00,1100.069,USD,INDUSTRIAL GLOBAL SALES
SP,A18110010632,No existe registros,No existe registros,No existe registros,No existe registros,2020-05-20 00:00:00,555.13,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010645,No existe registros,No existe registros,No existe registros,No existe registros,2021-02-10 00:00:00,246.65,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010648,No existe registros,No existe registros,No existe registros,No existe registros,2022-08-31 00:00:00,2585.5172,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010653,No existe registros,No existe registros,No existe registros,No existe registros,2022-02-28 00:00:00,272.2278,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010662,No existe registros,No existe registros,No existe registros,No existe registros,2021-09-16 00:00:00,1254.03,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010666,No existe registros,No existe registros,No existe registros,No existe registros,2021-09-29 00:00:00,1003.7898,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010671,No existe registros,No existe registros,No existe registros,No existe registros,2021-11-01 00:00:00,172.26,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010673,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-15 00:00:00,882.79,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18110010678,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-23 00:00:00,983.55,EUR,NORD FLUID S.P.A.
MP,A18110010689,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-03 00:00:00,172.5,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18110010705,No existe registros,No existe registros,No existe registros,No existe registros,2023-11-30 00:00:00,335.97,USD,INDUSTRIAL GLOBAL SALES
MP,A18110010752,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-15 00:00:00,6.6,USD,JASTRAM ENGINEERING LTD
MP,A18110010811,No existe registros,No existe registros,No existe registros,No existe registros,2022-02-03 00:00:00,199,USD,DAMAN PRODUCTS COMPANY INC
SP,A1811008419,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-20 00:00:00,3120,USD,FURUNO USA INC.
MP,A18120000076,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-20 00:00:00,684.04,EUR,WALVOIL S.P.A
MP,A18120000077,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-08 00:00:00,186,USD,SUN HYDRAULICS CORPORATION
SP,A18120000081,No existe registros,No existe registros,No existe registros,No existe registros,2022-08-09 00:00:00,153500,USD,FURUNO USA INC.
SP,A18120000084,No existe registros,No existe registros,No existe registros,No existe registros,2026-04-17 00:00:00,1015,USD,FURUNO USA INC.
SP,A18120000085,No existe registros,No existe registros,No existe registros,No existe registros,2025-07-15 00:00:00,472.5,USD,FURUNO USA INC.
MP,A18120000092,No existe registros,No existe registros,No existe registros,No existe registros,2019-08-26 00:00:00,1330,USD,FURUNO USA INC.
SP,A18120000092,No existe registros,No existe registros,No existe registros,No existe registros,2024-04-30 00:00:00,1536.5,USD,FURUNO USA INC.
MP,A18120000094,No existe registros,No existe registros,No existe registros,No existe registros,2019-11-11 00:00:00,297,USD,FURUNO USA INC.
SP,A18120000094,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-27 00:00:00,332.5,USD,FURUNO USA INC.
MP,A18120000095,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-29 00:00:00,2337,USD,FURUNO USA INC.
SP,A18120000095,No existe registros,No existe registros,No existe registros,No existe registros,2025-04-01 00:00:00,3076.5,USD,FURUNO USA INC.
MP,A18120000097,No existe registros,No existe registros,No existe registros,No existe registros,2019-12-18 00:00:00,150,USD,FURUNO USA INC.
SP,A18120000097,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-26 00:00:00,184.1,USD,FURUNO USA INC.
MP,A18120000099,No existe registros,No existe registros,No existe registros,No existe registros,2019-08-26 00:00:00,87,USD,FURUNO USA INC.
SP,A18120000099,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-18 00:00:00,133,USD,FURUNO USA INC.
MP,A18120000100,No existe registros,No existe registros,No existe registros,No existe registros,2019-08-26 00:00:00,150,USD,FURUNO USA INC.
SP,A18120000100,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-18 00:00:00,259,USD,FURUNO USA INC.
SP,A18120000104,No existe registros,No existe registros,No existe registros,No existe registros,2024-10-17 00:00:00,1547.99,USD,SMITH BERGER MARINE
MP,A18120010161,No existe registros,No existe registros,No existe registros,No existe registros,2025-09-09 00:00:00,897,USD,UNIFLEX LATIN AMERICA S.R.L.
MP,A18120010198,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-08 00:00:00,381.25,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010200,No existe registros,No existe registros,No existe registros,No existe registros,2021-05-14 00:00:00,79.9862,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010208,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-08 00:00:00,498.1648,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010209,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-08 00:00:00,293.474,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010278,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-11 00:00:00,530.04,USD,UNIFLEX LATIN AMERICA S.R.L.
MP,A18120010286,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-11 00:00:00,142.8,USD,UNIFLEX LATIN AMERICA S.R.L.
MP,A18120010387,No existe registros,No existe registros,No existe registros,No existe registros,2021-02-18 00:00:00,378.02,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010389,No existe registros,No existe registros,No existe registros,No existe registros,2020-09-09 00:00:00,266.86,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010397,No existe registros,No existe registros,No existe registros,No existe registros,2024-10-25 00:00:00,258.3,USD,UNIFLEX LATIN AMERICA S.R.L.
MP,A18120010398,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-11 00:00:00,142.8,USD,UNIFLEX LATIN AMERICA S.R.L.
MP,A18120010399,No existe registros,No existe registros,No existe registros,No existe registros,2024-10-25 00:00:00,258.3,USD,UNIFLEX LATIN AMERICA S.R.L.
MP,A18120010400,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-11 00:00:00,530.04,USD,UNIFLEX LATIN AMERICA S.R.L.
MP,A18120010407,No existe registros,No existe registros,No existe registros,No existe registros,2022-06-10 00:00:00,319.9543,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010463,No existe registros,No existe registros,No existe registros,No existe registros,2023-01-17 00:00:00,2231.31,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010471,No existe registros,No existe registros,No existe registros,No existe registros,2023-01-21 00:00:00,21.9773,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010472,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-17 00:00:00,21.698,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010473,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-17 00:00:00,22.6955,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010474,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-17 00:00:00,24.0635,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010475,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-17 00:00:00,13.737,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010476,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-17 00:00:00,25.7868,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010477,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-17 00:00:00,30.0067,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010478,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-17 00:00:00,32.6705,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010479,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-17 00:00:00,35.5851,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010480,No existe registros,No existe registros,No existe registros,No existe registros,2025-10-27 00:00:00,663.2805,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010481,No existe registros,No existe registros,No existe registros,No existe registros,2024-02-29 00:00:00,736.98,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010485,No existe registros,No existe registros,No existe registros,No existe registros,2021-01-12 00:00:00,464.75,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010487,No existe registros,No existe registros,No existe registros,No existe registros,2024-01-24 00:00:00,1453.1,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010488,No existe registros,No existe registros,No existe registros,No existe registros,2024-01-24 00:00:00,44.58,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010489,No existe registros,No existe registros,No existe registros,No existe registros,2023-01-21 00:00:00,40.1299,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010492,No existe registros,No existe registros,No existe registros,No existe registros,2024-01-24 00:00:00,2461.69,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010494,No existe registros,No existe registros,No existe registros,No existe registros,2023-01-17 00:00:00,1569.99,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010496,No existe registros,No existe registros,No existe registros,No existe registros,2023-01-17 00:00:00,1060.51,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010497,No existe registros,No existe registros,No existe registros,No existe registros,2023-01-17 00:00:00,680,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010498,No existe registros,No existe registros,No existe registros,No existe registros,2023-01-17 00:00:00,824.96,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010527,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-02 00:00:00,115.25,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010528,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-02 00:00:00,177.24,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010529,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-02 00:00:00,131.33,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010532,No existe registros,No existe registros,No existe registros,No existe registros,2021-05-11 00:00:00,29.8775,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010574,No existe registros,No existe registros,No existe registros,No existe registros,2022-08-29 00:00:00,35.39,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010850,No existe registros,No existe registros,No existe registros,No existe registros,2023-04-10 00:00:00,2446.56,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010854,No existe registros,No existe registros,No existe registros,No existe registros,2019-11-14 00:00:00,122.16,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18120010855,No existe registros,No existe registros,No existe registros,No existe registros,2019-11-14 00:00:00,122.16,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18120010864,No existe registros,No existe registros,No existe registros,No existe registros,2023-04-10 00:00:00,2123.84,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010865,No existe registros,No existe registros,No existe registros,No existe registros,2023-04-10 00:00:00,2269.57,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010866,No existe registros,No existe registros,No existe registros,No existe registros,2023-04-10 00:00:00,2446.56,USD,INDUSTRIAL GLOBAL SALES
MP,A18120010912,No existe registros,No existe registros,No existe registros,No existe registros,2019-09-17 00:00:00,20.96,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18120011130,No existe registros,No existe registros,No existe registros,No existe registros,2023-09-21 00:00:00,3196,USD,PARKER HANNIFIN CHILE LTDA
MP,A18120011193,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-08 00:00:00,593.6702,USD,INDUSTRIAL GLOBAL SALES
MP,A18120011200,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-02 00:00:00,143.17,USD,INDUSTRIAL GLOBAL SALES
MP,A18120011290,No existe registros,No existe registros,No existe registros,No existe registros,2023-02-24 00:00:00,8203.4837,USD,INDUSTRIAL GLOBAL SALES
MP,A18120011292,No existe registros,No existe registros,No existe registros,No existe registros,2023-02-24 00:00:00,3073.76,USD,INDUSTRIAL GLOBAL SALES
MP,A18120011319,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-02 00:00:00,227.88,USD,INDUSTRIAL GLOBAL SALES
MP,A18120011320,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-02 00:00:00,211.23,USD,INDUSTRIAL GLOBAL SALES
MP,A18120011338,No existe registros,No existe registros,No existe registros,No existe registros,2020-10-22 00:00:00,1593.93,USD,UNIFLEX LATIN AMERICA S.R.L.
MP,A18120011360,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-08 00:00:00,48.222,USD,INDUSTRIAL GLOBAL SALES
SP,A18130000130,No existe registros,No existe registros,No existe registros,No existe registros,2022-03-10 00:00:00,597,USD,FURUNO USA INC.
SP,A18130000197,No existe registros,No existe registros,No existe registros,No existe registros,2026-03-03 00:00:00,59.5,USD,FURUNO USA INC.
MP,A18130000205,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-30 00:00:00,105,USD,FURUNO USA INC.
SP,A18130000205,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-14 00:00:00,140,USD,FURUNO USA INC.
SP,A18130000278,No existe registros,No existe registros,No existe registros,No existe registros,2022-06-30 00:00:00,1344,USD,FURUNO USA INC.
MP,A18130000349,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-20 00:00:00,134.94,USD,INDUSTRIAL GLOBAL SALES
MP,A18130000467,No existe registros,No existe registros,No existe registros,No existe registros,2022-07-23 00:00:00,39.24,USD,INDUSTRIAL GLOBAL SALES
MP,A18130000589,No existe registros,No existe registros,No existe registros,No existe registros,2022-01-17 00:00:00,1632.54,USD,HYDRAULIC TECHNOLOGIES
MP,A18130000596,No existe registros,No existe registros,No existe registros,No existe registros,2020-02-25 00:00:00,1556.82,USD,HYDRAULIC TECHNOLOGIES
MP,A18130000597,No existe registros,No existe registros,No existe registros,No existe registros,2022-05-25 00:00:00,3381.6,USD,HYDRAULIC TECHNOLOGIES
MP,A18130000612,No existe registros,No existe registros,No existe registros,No existe registros,2023-05-30 00:00:00,2.6684,USD,INDUSTRIAL GLOBAL SALES
MP,A18130001655,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-18 00:00:00,2478,USD,"""KAWASAKI PRECISION MACHINERY USA ., INC"""
MP,A18130001843,No existe registros,No existe registros,No existe registros,No existe registros,2025-05-15 00:00:00,292.5847,USD,PARKER HANNIFIN CHILE LTDA
MP,A18130002512,No existe registros,No existe registros,No existe registros,No existe registros,2019-07-22 00:00:00,14.59,USD,"EUROPEAN INDUSTRIAL PRODUCTS, INC."
MP,A18130002607,No existe registros,No existe registros,No existe registros,No existe registros,2025-07-10 00:00:00,288.85,USD,SUN HYDRAULICS CORPORATION
MP,A18130002625,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-17 00:00:00,145.44,USD,VULKAN DO BRASIL
MP,A18130002626,No existe registros,No existe registros,No existe registros,No existe registros,2020-01-31 00:00:00,158.47,USD,VULKAN DO BRASIL
MP,A18130002627,No existe registros,No existe registros,No existe registros,No existe registros,2022-09-20 00:00:00,188.1,USD,VULKAN DO BRASIL
MP,A18130002628,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-17 00:00:00,272,USD,VULKAN DO BRASIL
MP,A18130002652,No existe registros,No existe registros,No existe registros,No existe registros,2022-12-28 00:00:00,755,USD,VULKAN DO BRASIL
MP,A18130002682,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-14 00:00:00,100.82,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130003199,No existe registros,No existe registros,No existe registros,No existe registros,2023-10-10 00:00:00,10.4958,USD,INDUSTRIAL GLOBAL SALES
MP,A18130003207,No existe registros,No existe registros,No existe registros,No existe registros,2023-08-15 00:00:00,12.8331,USD,INDUSTRIAL GLOBAL SALES
MP,A18130003887,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-25 00:00:00,23.75,USD,SMITH BERGER MARINE
SP,A18130005008,No existe registros,No existe registros,No existe registros,No existe registros,2022-01-04 00:00:00,510,USD,FURUNO USA INC.
SP,A18130005012,No existe registros,No existe registros,No existe registros,No existe registros,2024-12-06 00:00:00,224,USD,FURUNO USA INC.
MP,A18130005013,No existe registros,No existe registros,No existe registros,No existe registros,2019-11-20 00:00:00,234,USD,FURUNO USA INC.
SP,A18130005013,No existe registros,No existe registros,No existe registros,No existe registros,2026-03-03 00:00:00,280,USD,FURUNO USA INC.
SP,A18130005029,No existe registros,No existe registros,No existe registros,No existe registros,2026-03-25 00:00:00,500.5,USD,FURUNO USA INC.
SP,A18130005039,No existe registros,No existe registros,No existe registros,No existe registros,2025-04-10 00:00:00,24.5,USD,FURUNO USA INC.
MP,A18130005042,No existe registros,No existe registros,No existe registros,No existe registros,2019-06-24 00:00:00,45,USD,FURUNO USA INC.
SP,A18130005042,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-26 00:00:00,101.5,USD,FURUNO USA INC.
SP,A18130005045,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-06 00:00:00,95.9,USD,FURUNO USA INC.
SP,A18130005047,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-19 00:00:00,1.4,USD,FURUNO USA INC.
SP,A18130005049,No existe registros,No existe registros,No existe registros,No existe registros,2023-02-22 00:00:00,111,USD,FURUNO USA INC.
MP,A18130005051,No existe registros,No existe registros,No existe registros,No existe registros,2019-08-12 00:00:00,210,USD,FURUNO USA INC.
MP,A18130005057,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-21 00:00:00,69,USD,FURUNO USA INC.
SP,A18130005057,No existe registros,No existe registros,No existe registros,No existe registros,2020-04-21 00:00:00,69,USD,FURUNO USA INC.
SP,A18130005063,No existe registros,No existe registros,No existe registros,No existe registros,2022-06-06 00:00:00,189,USD,FURUNO USA INC.
SP,A18130005069,No existe registros,No existe registros,No existe registros,No existe registros,2025-07-07 00:00:00,164.5,USD,FURUNO USA INC.
SP,A18130005074,No existe registros,No existe registros,No existe registros,No existe registros,2022-07-13 00:00:00,177,USD,FURUNO USA INC.
MP,A18130005094,No existe registros,No existe registros,No existe registros,No existe registros,2022-09-30 00:00:00,10,EUR,SAI S.P.A.
SP,A18130005094,No existe registros,No existe registros,No existe registros,No existe registros,2020-11-26 00:00:00,1.2,EUR,SAI S.P.A.
SP,A18130005105,No existe registros,No existe registros,No existe registros,No existe registros,2020-07-15 00:00:00,225,USD,FURUNO USA INC.
SP,A18130005106,No existe registros,No existe registros,No existe registros,No existe registros,2023-10-05 00:00:00,906.5,USD,FURUNO USA INC.
MP,A18130005121,No existe registros,No existe registros,No existe registros,No existe registros,2019-11-11 00:00:00,717,USD,FURUNO USA INC.
SP,A18130005121,No existe registros,No existe registros,No existe registros,No existe registros,2020-12-07 00:00:00,717,USD,FURUNO USA INC.
MP,A18130005122,No existe registros,No existe registros,No existe registros,No existe registros,2019-07-23 00:00:00,21,USD,FURUNO USA INC.
SP,A18130005125,No existe registros,No existe registros,No existe registros,No existe registros,2020-12-07 00:00:00,1257,USD,FURUNO USA INC.
SP,A18130005126,No existe registros,No existe registros,No existe registros,No existe registros,2023-08-04 00:00:00,108.5,USD,FURUNO USA INC.
SP,A18130005142,No existe registros,No existe registros,No existe registros,No existe registros,2026-03-25 00:00:00,419.3,USD,FURUNO USA INC.
MP,A18130005144,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-11 00:00:00,2757,USD,FURUNO USA INC.
SP,A18130005144,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-18 00:00:00,3612,USD,FURUNO USA INC.
MP,A18130005154,No existe registros,No existe registros,No existe registros,No existe registros,2025-03-13 00:00:00,36.5,EUR,COBO S.P.A
MP,A18130005161,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-04 00:00:00,21,USD,FURUNO USA INC.
SP,A18130005161,No existe registros,No existe registros,No existe registros,No existe registros,2023-01-11 00:00:00,21,USD,FURUNO USA INC.
MP,A18130005162,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-13 00:00:00,597,USD,FURUNO USA INC.
SP,A18130005162,No existe registros,No existe registros,No existe registros,No existe registros,2026-03-03 00:00:00,806.4,USD,FURUNO USA INC.
SP,A18130005163,No existe registros,No existe registros,No existe registros,No existe registros,2022-10-10 00:00:00,474,USD,FURUNO USA INC.
MP,A18130005167,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-22 00:00:00,1550,EUR,SAI S.P.A.
MP,A18130005170,No existe registros,No existe registros,No existe registros,No existe registros,2019-06-28 00:00:00,57,USD,FURUNO USA INC.
SP,A18130005175,No existe registros,No existe registros,No existe registros,No existe registros,2022-05-10 00:00:00,375,USD,FURUNO USA INC.
SP,A18130005176,No existe registros,No existe registros,No existe registros,No existe registros,2022-08-18 00:00:00,720,USD,FURUNO USA INC.
SP,A18130005180,No existe registros,No existe registros,No existe registros,No existe registros,2026-03-25 00:00:00,367.5,USD,FURUNO USA INC.
SP,A18130005181,No existe registros,No existe registros,No existe registros,No existe registros,2026-04-17 00:00:00,1326.5,USD,FURUNO USA INC.
SP,A18130005182,No existe registros,No existe registros,No existe registros,No existe registros,2022-12-01 00:00:00,1044,USD,FURUNO USA INC.
SP,A18130005183,No existe registros,No existe registros,No existe registros,No existe registros,2024-04-17 00:00:00,164.5,USD,FURUNO USA INC.
SP,A18130005186,No existe registros,No existe registros,No existe registros,No existe registros,2024-05-03 00:00:00,5152,USD,FURUNO USA INC.
MP,A18130005188,No existe registros,No existe registros,No existe registros,No existe registros,2019-12-06 00:00:00,2937,USD,FURUNO USA INC.
SP,A18130005188,No existe registros,No existe registros,No existe registros,No existe registros,2021-09-17 00:00:00,3480,USD,FURUNO USA INC.
MP,A18130005193,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-26 00:00:00,675,EUR,SAI S.P.A.
MP,A18130005194,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-26 00:00:00,652.5,EUR,SAI S.P.A.
MP,A18130005196,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-26 00:00:00,888.25,EUR,SAI S.P.A.
MP,A18130005198,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-27 00:00:00,91.02,EUR,SAI S.P.A.
MP,A18130005201,No existe registros,No existe registros,No existe registros,No existe registros,2022-09-30 00:00:00,387,EUR,SAI S.P.A.
MP,A18130005206,No existe registros,No existe registros,No existe registros,No existe registros,2023-07-27 00:00:00,262.8,EUR,SAI S.P.A.
MP,A18130005207,No existe registros,No existe registros,No existe registros,No existe registros,2022-09-30 00:00:00,260.8,EUR,SAI S.P.A.
SP,A18130005207,No existe registros,No existe registros,No existe registros,No existe registros,2020-10-31 00:00:00,246,EUR,SAI S.P.A.
MP,A18130005213,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-27 00:00:00,639.36,EUR,SAI S.P.A.
MP,A18130005214,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-26 00:00:00,1.67,EUR,SAI S.P.A.
MP,A18130005221,No existe registros,No existe registros,No existe registros,No existe registros,2019-06-12 00:00:00,13.04,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130005510,No existe registros,No existe registros,No existe registros,No existe registros,2019-11-12 00:00:00,153.32,USD,CALUMET BRANDED PRODUCTS LLC
MP,A18130005588,No existe registros,No existe registros,No existe registros,No existe registros,2024-06-24 00:00:00,195.56,USD,CALUMET BRANDED PRODUCTS LLC
MP,A18130005589,No existe registros,No existe registros,No existe registros,No existe registros,2022-09-29 00:00:00,1839.78,USD,CALUMET BRANDED PRODUCTS LLC
MP,A18130005608,No existe registros,No existe registros,No existe registros,No existe registros,2024-02-20 00:00:00,127.47,USD,HYDRAULIC TECHNOLOGIES
MP,A18130005611,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-18 00:00:00,160.79,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130005618,No existe registros,No existe registros,No existe registros,No existe registros,2023-09-20 00:00:00,336.11,USD,INDUSTRIAL GLOBAL SALES
MP,A18130005627,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-15 00:00:00,272.92,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130005632,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-14 00:00:00,10,EUR,O.M.F.B. HYDRAULIC COMPONENTS.
MP,A18130005633,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-14 00:00:00,5,EUR,O.M.F.B. HYDRAULIC COMPONENTS.
MP,A18130005634,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-14 00:00:00,84,EUR,O.M.F.B. HYDRAULIC COMPONENTS.
MP,A18130005650,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-14 00:00:00,2,EUR,O.M.F.B. HYDRAULIC COMPONENTS.
MP,A18130005655,No existe registros,No existe registros,No existe registros,No existe registros,2022-10-06 00:00:00,19.8,USD,HYDRAULIC TECHNOLOGIES
MP,A18130005663,No existe registros,No existe registros,No existe registros,No existe registros,2026-06-15 00:00:00,196.06,USD,LUBRICATION ENGINEERS INC.
MP,A18130005665,No existe registros,No existe registros,No existe registros,No existe registros,2026-03-09 00:00:00,181.54,USD,LUBRICATION ENGINEERS INC.
MP,A18130005674,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-09 00:00:00,120.29,USD,CALUMET BRANDED PRODUCTS LLC
MP,A18130005719,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-15 00:00:00,285.6,USD,JASTRAM ENGINEERING LTD
MP,A18130005720,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-15 00:00:00,76.8,USD,JASTRAM ENGINEERING LTD
SUF,A18130005736,No existe registros,No existe registros,No existe registros,No existe registros,2025-08-12 00:00:00,6,USD,CARSET AUTO CO LTD
SUF,A18130005737,No existe registros,No existe registros,No existe registros,No existe registros,2024-10-03 00:00:00,7,USD,CARSET AUTO CO LTD
SUF,A18130005738,No existe registros,No existe registros,No existe registros,No existe registros,2025-04-03 00:00:00,9,USD,CARSET AUTO CO LTD
MP,A18130005793,No existe registros,No existe registros,No existe registros,No existe registros,2025-06-13 00:00:00,184.83,USD,INDUSTRIAL GLOBAL SALES
SP,A18130005866,No existe registros,No existe registros,No existe registros,No existe registros,2021-06-04 00:00:00,64,USD,Carlisle Brake and Friction
